4, 0.025,  SIGMOID, 53.4740479, 51.87305061, 53.04267987, 52.79659279
4, 0.025,  TANH, , 33.72963591, 33.69315927, 36.52207775
4, 0.025,  RELU, , 38.95566887, 38.98995129, 45.63110535
4, 0.05,  SIGMOID, 51.65596826, 51.4921375, 50.31598098, 51.15469558
4, 0.05,  TANH, 33.95061149, 34.09499706, 33.95122043, 33.99894299
4, 0.05,  RELU, , 43.18139616, 51.54114809, 43.76511416
4, 0.075,  SIGMOID, , 50.81732136, 51.18425109, 44.93344008
4, 0.075,  TANH, 34.44304522, 34.40269436, 35.1181972, 34.65464559
4, 0.075,  RELU, 40.28846436, , 38.47406852, 43.74308828
4, 0.1,  SIGMOID, , 34.08582245, 33.10992982, 38.3640609
4, 0.1,  TANH, 35.27460964, 35.85690322, 35.51753922, 35.54968402
4, 0.1,  RELU, 37.84542615, 40.36077329, 39.30635585, 39.17085176
4, 0.125,  SIGMOID, 33.28531869, 33.47577826, 32.76402142, 33.17503946
4, 0.125,  TANH, 36.24780241, 36.28019906, 36.15045987, 36.22615378
4, 0.125,  RELU, 37.56604112, 38.07317172, , 41.79151404
4, 0.15,  SIGMOID, 33.23131993, 33.64986143, 34.35047767, 33.74388634
4, 0.15,  TANH, 36.7818749, 36.7955391, 36.81513459, 36.79751619
4, 0.15,  RELU, 48.73560921, , 49.04362006, 45.32011533
4, 0.175,  SIGMOID, 33.04143553, 33.03859609, 33.52144016, 33.20049059
4, 0.175,  TANH, 37.27856777, 37.29777945, 37.40748119, 37.3279428
4, 0.175,  RELU, 42.91152194, 38.02591343, 43.09301807, 41.34348448
4, 0.2,  SIGMOID, 33.33793914, 33.21667819, 31.82806136, 32.79422623
4, 0.2,  TANH, 37.81172888, , 37.67308769, 40.54896446
4, 0.2,  RELU, 40.87560863, , 38.01165904, 47.77240706
4, 0.225,  SIGMOID, 33.42611658, 33.22183403, 34.84113006, 33.82969356
4, 0.225,  TANH, 37.81794004, 37.93528492, 37.94802322, 37.90041606
4, 0.225,  RELU, , 54.71501795, 38.16800876, 50.96926032
4, 0.25,  SIGMOID, 33.36894249, 34.69054248, 33.30500839, 33.78816445
4, 0.25,  TANH, 37.71639929, 37.90954614, 37.82977805, 37.81857449
4, 0.25,  RELU, , 40.04442306, 49.19999211, 49.57727612
4, 0.275,  SIGMOID, 33.25443754, 33.52507183, 33.80327746, 33.52759561
4, 0.275,  TANH, 38.1692207, 37.90061175, 37.92342755, 37.99775334
4, 0.275,  RELU, 61.95691932, 64.22752034, , 56.0097666
4, 0.3,  SIGMOID, 33.32817017, 33.18826273, 33.29791219, 33.27144836
4, 0.3,  TANH, 37.80215972, 37.94137882, 37.85746879, 37.86700244
4, 0.3,  RELU, 44.45166433, 49.26607544, 42.85937748, 45.52570575
4, 0.325,  SIGMOID, 32.51576106, 33.79315064, 33.7253495, 33.34475373
4, 0.325,  TANH, 37.63081973, 38.06714579, 37.89798526, 37.86531692
4, 0.325,  RELU, , 39.72857807, 43.36763849, 48.40090131
4, 0.35,  SIGMOID, 34.34762987, 34.59190835, 34.01160989, 34.31704937
4, 0.35,  TANH, 38.10052265, 38.11543971, 37.92435218, 38.04677152
4, 0.35,  RELU, 45.09541225, 45.16367911, 44.31133118, 44.85680751
4, 0.375,  SIGMOID, 34.13092522, 33.97945915, 33.14884039, 33.75307492
4, 0.375,  TANH, 38.05533376, 37.80555441, 38.11195959, 37.99094925
4, 0.375,  RELU, 45.33656321, , 42.37269059, 47.58532602
4, 0.4,  SIGMOID, 32.39201557, 33.62131034, 34.62778828, 33.54703806
4, 0.4,  TANH, 37.74317358, 37.86001053, 38.18623314, 37.92980575
4, 0.4,  RELU, 43.77176943, , 41.86661916, 46.30120963
4, 0.425,  SIGMOID, 33.67616206, 33.70605214, 33.79859759, 33.72693727
4, 0.425,  TANH, 37.85129667, 38.06258128, 37.74769906, 37.88719234
4, 0.425,  RELU, 49.04867644, , 43.58402914, 55.05735301
4, 0.45,  SIGMOID, 34.08515039, 33.87622047, 34.94483303, 34.30206796
4, 0.45,  TANH, 37.45047529, 37.56246268, 37.63554754, 37.54949517
4, 0.45,  RELU, , 53.72878387, 44.04736473, 59.58767709
4, 0.475,  SIGMOID, 32.90860718, 34.07463426, 33.55643097, 33.51322414
4, 0.475,  TANH, 37.2420987, 37.26051205, 37.35355412, 37.28538829
4, 0.475,  RELU, 54.13776118, 55.11011332, , 49.91641605
4, 0.5,  SIGMOID, 32.90127184, 34.60804553, 33.72817148, 33.74582962
4, 0.5,  TANH, 36.8574003, 37.14606738, 37.15926564, 37.05424444
4, 0.5,  RELU, 55.76078133, , 59.29227467, 53.63499691
5, 0.025,  SIGMOID, 52.30882153, 52.81635388, 52.55770367, 52.56095969
5, 0.025,  TANH, 33.61971181, , 33.69504514, 36.75149386
5, 0.025,  RELU, 37.83723571, 45.63033878, 41.27781627, 41.58179692
5, 0.05,  SIGMOID, 49.92651438, 50.24986854, 51.83408811, 50.67015701
5, 0.05,  TANH, 33.94635645, 34.13836408, 34.50553162, 34.19675072
5, 0.05,  RELU, 42.22601873, 40.90907736, 38.07174957, 40.40228189
5, 0.075,  SIGMOID, , 34.26778609, 32.95100831, 39.33918308
5, 0.075,  TANH, 34.47045783, 34.72196191, 34.46013936, 34.55085303
5, 0.075,  RELU, 36.69181492, 39.91264007, 37.82886956, 38.14444152
5, 0.1,  SIGMOID, , 34.6021312, 33.62778179, 38.62945207
5, 0.1,  TANH, 35.10873854, 35.62273546, 35.44284324, 35.39143908
5, 0.1,  RELU, 38.05270553, , 34.7122069, 40.42549826
5, 0.125,  SIGMOID, 33.48451069, 33.87193776, 33.04685443, 33.46776763
5, 0.125,  TANH, 36.06006136, 36.20056149, 36.01797348, 36.09286544
5, 0.125,  RELU, , 37.05438567, 37.74760119, 39.32179608
5, 0.15,  SIGMOID, 33.2655618, 33.47403481, 34.31946453, 33.68635371
5, 0.15,  TANH, , 37.05686997, 36.49337031, 39.69258257
5, 0.15,  RELU, , 49.20624759, 61.00794205, 48.3945306
5, 0.175,  SIGMOID, 33.99043725, 33.35253383, 34.14654305, 33.82983804
5, 0.175,  TANH, 37.37708488, 37.2536749, 37.37773703, 37.3361656
5, 0.175,  RELU, 37.5589277, , 37.46923297, 42.92696018
5, 0.2,  SIGMOID, 33.35267131, 33.68894139, 33.49454106, 33.51205125
5, 0.2,  TANH, 37.27725066, 37.35530147, 36.75400467, 37.12885227
5, 0.2,  RELU, 52.1538602, 51.85278288, , 54.6666944
5, 0.225,  SIGMOID, 35.30086231, 33.48414701, 33.72943586, 34.17148173
5, 0.225,  TANH, 37.69938265, 37.76274251, 37.49919532, 37.65377349
5, 0.225,  RELU, , 42.55325743, 38.70953316, 43.240576
5, 0.25,  SIGMOID, 35.33335741, 35.1509049, 33.41373699, 34.63266643
5, 0.25,  TANH, 37.62461074, 37.966872, 38.04509651, 37.87885975
5, 0.25,  RELU, 37.67972233, 37.80622181, , 40.21212763
5, 0.275,  SIGMOID, 35.09027744, 33.48515599, 33.35473965, 33.97672436
5, 0.275,  TANH, 37.89758403, 38.01263535, 37.9063471, 37.93885549
5, 0.275,  RELU, 42.21728422, , 40.45256679, 39.12750647
5, 0.3,  SIGMOID, 35.07122199, 33.93648478, 33.18013335, 34.06261338
5, 0.3,  TANH, 37.79865224, 37.87131152, 38.13218029, 37.93404801
5, 0.3,  RELU, , 39.90187507, 44.93971226, 48.92261442
5, 0.325,  SIGMOID, 33.77935509, 35.17863782, 32.77612672, 33.91137321
5, 0.325,  TANH, 37.98015069, 38.08976673, 37.90387269, 37.99126337
5, 0.325,  RELU, 39.82734488, 41.1201847, 45.0668827, 42.00480409
5, 0.35,  SIGMOID, 34.35028958, 33.93746283, 35.16201463, 34.48325568
5, 0.35,  TANH, 38.11282872, 37.82789339, 37.95177006, 37.96416406
5, 0.35,  RELU, , 69.91425782, 49.43796586, 53.48268097
5, 0.375,  SIGMOID, 33.66395665, 34.89995189, 33.85935466, 34.14108773
5, 0.375,  TANH, 37.59241784, 37.76287307, 37.77595095, 37.71041396
5, 0.375,  RELU, 36.90197169, , 41.64459887, 42.74176268
5, 0.4,  SIGMOID, 35.37605378, 33.82532325, 34.98318914, 34.72818872
5, 0.4,  TANH, 37.80112416, 37.50135579, 37.41776708, 37.57341567
5, 0.4,  RELU, 48.54466536, 40.87579026, 45.18751813, 44.86932458
5, 0.425,  SIGMOID, 33.8865022, 33.52394652, 34.38340971, 33.93128614
5, 0.425,  TANH, 37.61682295, 37.58181082, 38.00257581, 37.73373653
5, 0.425,  RELU, , 44.26799339, 43.86735301, 46.99661126
5, 0.45,  SIGMOID, 34.44705883, 34.14497329, 33.90936329, 34.1671318
5, 0.45,  TANH, 37.45911049, 37.44352143, 37.18339695, 37.36200962
5, 0.45,  RELU, 44.74015259, 43.98557335, 42.93007076, 43.88526557
5, 0.475,  SIGMOID, 33.43261535, 34.4965072, 35.27065107, 34.39992454
5, 0.475,  TANH, 37.21158685, 37.25375995, 37.26008407, 37.24181029
5, 0.475,  RELU, 42.36518281, 46.67943263, 42.53299534, 43.8592036
5, 0.5,  SIGMOID, 33.80257458, 33.77857778, 33.4461261, 33.67575949
5, 0.5,  TANH, 37.1105606, 36.80614202, 36.84012875, 36.91894379
5, 0.5,  RELU, , 52.25168398, 56.78886396, 52.04054606
6, 0.025,  SIGMOID, 53.12978423, 53.08678658, 52.91828491, 53.04495191
6, 0.025,  TANH, 33.84471832, 33.63865238, 35.06208829, 34.18181966
6, 0.025,  RELU, 37.12987816, 35.54420723, , 43.78841458
6, 0.05,  SIGMOID, 50.23720706, 51.41220026, 51.45744981, 51.03561904
6, 0.05,  TANH, 34.09835618, 35.55239986, , 37.42555101
6, 0.05,  RELU, , 39.3561045, 44.32125083, 45.49041095
6, 0.075,  SIGMOID, 51.10060498, , 50.50945884, 45.38814947
