Number of Hidden Nodes, Learning Rate, Improvements, Activation Function, RMSE (1), RMSE (2), RMSE (3), RMSE (Average)
6, 0.15, SIGMOID, , 33.38493345012421, 34.47771259418148, 34.20317001990928, 34.02193868807166
6, 0.15, SIGMOID, MOMENTUM, 34.693633045101805, 33.42217546981532, 34.07865277979211, 34.06482043156974
6, 0.15, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.32790907641595, 34.921886067762024, 34.257564512208056, 34.16911988546201
6, 0.15, SIGMOID, BOLD_DRIVER, 32.18930474740447, 33.47178529756872, 34.82245384746633, 33.49451463081317
6, 0.15, TANH, , 36.666920753444074, 36.86002113424671, 36.547100536689584, 36.69134747479345
6, 0.15, TANH, MOMENTUM, 37.936002356879634, 37.72743187958558, 37.99667457511793, 37.88670293719438
6, 0.15, TANH, MOMENTUM - BOLD_DRIVER, 37.92250682536758, 38.16035495022922, 38.0082783829113, 38.03038005283603
6, 0.15, TANH, BOLD_DRIVER, 37.55053857503398, 37.448837422384564, 37.49344439550216, 37.49760679764024
6, 0.15, RELU, , 34.84938965682935, 34.88466318854999, 49.641868177471316, 39.791973674283554
6, 0.15, RELU, MOMENTUM, 49.61134594183073, 38.39129232386882, 37.15956489861916, 41.72073438810623
6, 0.15, RELU, MOMENTUM - BOLD_DRIVER, 44.871376232416615, 37.42232727204094, 40.8652954704374, 41.05299965829832
6, 0.15, RELU, BOLD_DRIVER, 36.62586744027889, 37.90170753302248, 34.46950386748557, 36.33235961359565
6, 0.2, SIGMOID, , 34.66797367115555, 33.80024000417978, 34.324237534086414, 34.26415040314058
6, 0.2, SIGMOID, MOMENTUM, 33.59622035218232, 33.76596582475264, 34.17040057901316, 33.84419558531604
6, 0.2, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.72654629529423, 33.09230556613799, 34.26348710774575, 34.02744632305933
6, 0.2, SIGMOID, BOLD_DRIVER, 34.79417882173706, 33.962058327394374, 35.10935009532668, 34.62186241481937
6, 0.2, TANH, , 37.421964939932714, 37.49468468353017, 37.399231254649244, 37.43862695937071
6, 0.2, TANH, MOMENTUM, 38.11295262906928, 37.64932660447513, 37.927067691913486, 37.89644897515263
6, 0.2, TANH, MOMENTUM - BOLD_DRIVER, 37.546002669064244, 37.021648073114456, 37.634528861250324, 37.40072653447634
6, 0.2, TANH, BOLD_DRIVER, 37.920832158509064, 38.455326323201504, 37.61398019435442, 37.99671289202166
6, 0.2, RELU, , 41.21063467864506, 35.158840027344574, 37.19834244310563, 37.85593904969842
6, 0.2, RELU, MOMENTUM, 40.440288216204564, 38.99733607054496, 45.03997635975385, 41.49253354883446
6, 0.2, RELU, MOMENTUM - BOLD_DRIVER, 39.58795830393965, 38.267689034650886, 44.48379172012841, 40.77981301957298
6, 0.2, RELU, BOLD_DRIVER, 56.716318899873, 34.99369817125977, 49.61500249917933, 47.1083398567707
6, 0.25, SIGMOID, , 33.356218529959705, 34.63976105588498, 33.685799950522885, 33.893926512122526
6, 0.25, SIGMOID, MOMENTUM, 34.835432297099274, 35.06175475860445, 33.01742967488367, 34.30487224352913
6, 0.25, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.4361538908214, 33.88033888916672, 34.3835938041003, 34.23336219469614
6, 0.25, SIGMOID, BOLD_DRIVER, 35.14994521983457, 33.62612085816482, 34.35487024005761, 34.37697877268567
6, 0.25, TANH, , 37.64819980209331, 37.62669058029132, 37.75703359361569, 37.6773079920001
6, 0.25, TANH, MOMENTUM, 37.368328064418606, 37.172876447635154, 37.267436699555084, 37.26954707053628
6, 0.25, TANH, MOMENTUM - BOLD_DRIVER, 37.882790738798185, 37.91399892614646, 37.90102030755376, 37.8992699908328
6, 0.25, TANH, BOLD_DRIVER, 36.76296834446175, 36.77087540724458, 36.75289493085876, 36.76224622752169
6, 0.25, RELU, , 39.58229493749994, 37.56437017153473, 36.670694938654655, 37.93912001589644
6, 0.25, RELU, MOMENTUM, 43.02858599064433, 39.91357072828552, 54.92779409468435, 45.95665027120473
6, 0.25, RELU, MOMENTUM - BOLD_DRIVER, 50.81501331997838, 42.9054950385401, 41.60463932601276, 45.10838256151042
6, 0.25, RELU, BOLD_DRIVER, 38.20303616561794, 137.28725778197676, 36.73563903391714, 70.74197766050395
6, 0.3, SIGMOID, , 34.760469120572324, 33.62659658540688, 34.21629802539422, 34.20112124379114
6, 0.3, SIGMOID, MOMENTUM, 34.76722423789301, 33.77189756499803, 33.841811737511065, 34.1269778468007
6, 0.3, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.752661586160045, 33.71139640660761, 34.85310442913263, 34.105720807300095
6, 0.3, SIGMOID, BOLD_DRIVER, 33.84605074753349, 32.5606250313342, 34.19893989423277, 33.53520522436682
6, 0.3, TANH, , 38.013522990881285, 37.98816781712386, 37.93019149990928, 37.97729410263815
6, 0.3, TANH, MOMENTUM, 54.304102888436724, 60.28092268562283, 37.734782778650036, 50.7732694509032
6, 0.3, TANH, MOMENTUM - BOLD_DRIVER, 41.255628852237805, 44.16225590392392, 37.997488575219776, 41.138457777127165
6, 0.3, TANH, BOLD_DRIVER, 37.04355380897557, 37.21168985566842, 36.744965701176284, 37.00006978860676
6, 0.3, RELU, , 41.67506368305343, 40.97710747929911, 42.160797635552555, 41.604322932635036
6, 0.3, RELU, MOMENTUM, 50.465497630750114, 51.8947394783876, 44.363838905003696, 48.90802533804714
6, 0.3, RELU, MOMENTUM - BOLD_DRIVER, 47.64456719022966, 45.49611011863068, 42.04706283276816, 45.06258004720951
6, 0.3, RELU, BOLD_DRIVER, 39.313320446690334, 43.18308690553313, 50.21739233853334, 44.23793323025226
6, 0.35, SIGMOID, , 35.08573638782373, 34.45010659005911, 33.198859069998996, 34.244900682627275
6, 0.35, SIGMOID, MOMENTUM, 35.311434450651575, 34.119664625596876, 34.07252104556565, 34.501206707271365
6, 0.35, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.419526447291105, 34.73752029713141, 35.80626987509307, 34.98777220650519
6, 0.35, SIGMOID, BOLD_DRIVER, 33.7876586576769, 33.90314606206508, 34.715084366971936, 34.13529636223797
6, 0.35, TANH, , 37.904858606074626, 37.76795710523657, 37.84472936557458, 37.839181692295256
6, 0.35, TANH, MOMENTUM, 63.757417643754444, 63.87835165588922, 63.83464736240864, 63.8234722206841
6, 0.35, TANH, MOMENTUM - BOLD_DRIVER, 44.32497166724128, 44.2895837577007, 41.543537392895175, 43.386030939279046
6, 0.35, TANH, BOLD_DRIVER, 36.789777733956974, 36.97412359022014, 37.05020880923845, 36.93803671113852
6, 0.35, RELU, , 39.24505040873808, 50.72468925957123, 41.9914029512496, 43.987047539852966
6, 0.35, RELU, MOMENTUM, 60.25072715570325, 52.9946996364901, 51.2165632842312, 54.82066335880818
6, 0.35, RELU, MOMENTUM - BOLD_DRIVER, 33.228639774004684, 41.97372041412981, 47.51621038824059, 40.906190192125024
6, 0.35, RELU, BOLD_DRIVER, 39.38647991367211, 39.50430904488538, 62.37217222134586, 47.08765372663445
6, 0.4, SIGMOID, , 33.38557338923713, 34.69831172701945, 35.07855082450763, 34.3874786469214
6, 0.4, SIGMOID, MOMENTUM, 34.07779881607385, 33.95140181993646, 36.07485145679938, 34.701350697603225
6, 0.4, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.23447716479679, 35.64667576431194, 34.43412644679007, 35.1050931252996
6, 0.4, SIGMOID, BOLD_DRIVER, 35.44794650271712, 34.69605747015731, 34.05755546136738, 34.733853144747265
6, 0.4, TANH, , 37.93316734588638, 37.78518825985478, 38.00743049044461, 37.90859536539526
6, 0.4, TANH, MOMENTUM, 64.38016050724819, 68.75558223378813, 66.67166547034748, 66.6024694037946
6, 0.4, TANH, MOMENTUM - BOLD_DRIVER, 62.807141340106504, 43.73720915708538, 62.71093846230521, 56.418429653165695
6, 0.4, TANH, BOLD_DRIVER, 36.80638957931248, 36.776269033667475, 37.0906378300479, 36.89109881434262
6, 0.4, RELU, , 42.265501058531285, 39.262888930729495, 39.771336023753705, 40.43324200433816
6, 0.4, RELU, MOMENTUM, 65.41335080211726, 64.49454015516991, 64.17630021207401, 64.69473038978707
6, 0.4, RELU, MOMENTUM - BOLD_DRIVER, 49.000557913493154, 55.35260059886471, 61.1291436548809, 55.16076738907959
6, 0.4, RELU, BOLD_DRIVER, 38.173577376975295, 36.57193672765825, 41.01080552736409, 38.58543987733254
6, 0.45, SIGMOID, , 34.79520965573947, 34.033368376267084, 33.734065479945386, 34.18754783731732
6, 0.45, SIGMOID, MOMENTUM, 34.731011389352844, 33.858382592143144, 34.56774567526, 34.38571321891866
6, 0.45, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.13919936051925, 34.94464143800311, 35.16199303962585, 34.748611279382736
6, 0.45, SIGMOID, BOLD_DRIVER, 32.98581481750485, 34.485035514453166, 33.89025682553729, 33.787035719165104
6, 0.45, TANH, , 37.20710516469461, 37.44311646188727, 37.426979461637316, 37.3590670294064
6, 0.45, TANH, MOMENTUM, 61.819329819594685, 61.818812518230544, 61.62082848880104, 61.75299027554209
6, 0.45, TANH, MOMENTUM - BOLD_DRIVER, 63.93273074816645, 64.33271494697564, 63.845920447962, 64.03712204770136
6, 0.45, TANH, BOLD_DRIVER, 37.136914099684404, 36.75683416291763, 36.770203950657155, 36.8879840710864
6, 0.45, RELU, , 60.93813995612399, 42.78224274765083, 50.46693190733756, 51.39577153703746
6, 0.45, RELU, MOMENTUM, 78.19195879443802, 58.134480600686494, 65.1618124316606, 67.16275060892838
6, 0.45, RELU, MOMENTUM - BOLD_DRIVER, 56.614599532695046, 63.38719099290303, 63.60124513420685, 61.201011886601634
6, 0.45, RELU, BOLD_DRIVER, 44.08779941726983, 43.045187472650866, 39.69993998610023, 42.27764229200697
7, 0.05, SIGMOID, , 51.22524618875461, 50.63173952229763, 52.19899154771616, 51.351992419589465
7, 0.05, SIGMOID, MOMENTUM, 35.36609557421567, 33.464135312391804, 34.40859894370001, 34.41294327676916
7, 0.05, SIGMOID, MOMENTUM - BOLD_DRIVER, 47.64658542567535, 48.88985450111791, 34.85872822007696, 43.798389382290075
7, 0.05, SIGMOID, BOLD_DRIVER, 49.34310522993469, 50.5069854134238, 50.213002309070276, 50.021030984142925
7, 0.05, TANH, , 42.08898743856131, 33.93781770242227, 34.36057523927986, 36.795793460087815
7, 0.05, TANH, MOMENTUM, 35.27220675320267, 35.52531798652347, 35.009234911550706, 35.26891988375895
7, 0.05, TANH, MOMENTUM - BOLD_DRIVER, 36.174543326767136, 36.35556994045276, 36.373816413463764, 36.30130989356122
7, 0.05, TANH, BOLD_DRIVER, 35.22807472371204, 35.366263340912965, 34.897535226222104, 35.163957763615706
7, 0.05, RELU, , 38.40954635453989, 38.09566413223114, 39.655436759827666, 38.72021574886623
7, 0.05, RELU, MOMENTUM, 36.59765459623085, 36.316276056906545, 37.995859403234576, 36.969930018790656
7, 0.05, RELU, MOMENTUM - BOLD_DRIVER, 37.71891427586275, 36.28684480968088, 34.55519307229232, 36.18698405261198
7, 0.05, RELU, BOLD_DRIVER, 38.69464953722526, 49.89242516441937, 38.461684374056766, 42.34958635856714
7, 0.1, SIGMOID, , 34.29142322000542, 34.1643293148445, 33.28455845791357, 33.91343699758783
7, 0.1, SIGMOID, MOMENTUM, 33.44145217109179, 34.205417651263446, 34.3712008968616, 34.00602357307228
7, 0.1, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.91537531861632, 34.344626587793556, 34.43074389977046, 34.230248602060115
7, 0.1, SIGMOID, BOLD_DRIVER, 34.40545342509545, 34.26317295938474, 35.506631161914854, 34.72508584879835
7, 0.1, TANH, , 35.653696372482955, 36.360306735893076, 35.72363399596442, 35.91254570144682
7, 0.1, TANH, MOMENTUM, 37.55726111303947, 37.40975980559543, 37.33065326199983, 37.432558060211576
7, 0.1, TANH, MOMENTUM - BOLD_DRIVER, 38.031316942822905, 38.74676133244775, 38.59784951518891, 38.45864259681985
7, 0.1, TANH, BOLD_DRIVER, 34.49781376036311, 36.28235578996916, 36.345425685003484, 35.70853174511191
7, 0.1, RELU, , 48.412544218857285, 38.158376249282995, 38.585256823681014, 41.718725763940434
7, 0.1, RELU, MOMENTUM, 38.33438127647089, 58.18385079074243, 36.068173050773865, 44.19546837266239
7, 0.1, RELU, MOMENTUM - BOLD_DRIVER, 32.01331455121557, 36.28247716808775, 36.613867906116475, 34.9698865418066
7, 0.1, RELU, BOLD_DRIVER, 38.512915913973195, 34.112327465711594, 37.80057869817167, 36.80860735928548
7, 0.15, SIGMOID, , 32.99692201609941, 34.22825456619161, 33.964062941458536, 33.72974650791652
7, 0.15, SIGMOID, MOMENTUM, 33.309684030073285, 33.971279955330594, 34.79063687955324, 34.0238669549857
7, 0.15, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.04742573252862, 34.6092508206635, 34.9943887047662, 34.88368841931944
7, 0.15, SIGMOID, BOLD_DRIVER, 33.954138442334006, 35.79826507682823, 34.27266503063342, 34.675022849931885
7, 0.15, TANH, , 36.55275527609919, 36.45009512325082, 36.582691720809535, 36.52851404005318
7, 0.15, TANH, MOMENTUM, 37.9190392950531, 37.97673382444945, 37.89312587209047, 37.92963299719767
7, 0.15, TANH, MOMENTUM - BOLD_DRIVER, 37.20549678900989, 37.98878943184559, 38.05505325436337, 37.74977982507295
7, 0.15, TANH, BOLD_DRIVER, 37.56284063687819, 37.525386347445085, 37.68082305391986, 37.589683346081046
7, 0.15, RELU, , 39.92197953767755, 36.94369620846436, 38.04767991581332, 38.30445188731841
7, 0.15, RELU, MOMENTUM, 39.871203626587736, 37.48368614549713, 37.583258654814585, 38.31271614229982
7, 0.15, RELU, MOMENTUM - BOLD_DRIVER, 41.057094470148456, 38.06436246801545, 35.77839516527952, 38.29995070114781
7, 0.15, RELU, BOLD_DRIVER, 35.373939374566085, 56.387639194412316, 53.340745385931704, 48.36744131830337
7, 0.2, SIGMOID, , 34.453174967944584, 34.544694922160325, 34.82170557041133, 34.60652515350541
7, 0.2, SIGMOID, MOMENTUM, 35.01650159675792, 35.44146167182284, 34.81908977764847, 35.09235101540974
7, 0.2, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.947955148507575, 33.90122202342651, 34.329639165831416, 34.39293877925517
7, 0.2, SIGMOID, BOLD_DRIVER, 34.31443030338613, 33.93402374935784, 34.58170470977949, 34.27671958750782
7, 0.2, TANH, , 37.58442610452111, 37.26187505849267, 37.533828914923575, 37.46004335931245
7, 0.2, TANH, MOMENTUM, 37.77643999568843, 38.09960388713985, 37.79351193129818, 37.88985193804215
7, 0.2, TANH, MOMENTUM - BOLD_DRIVER, 37.36993703360462, 37.39848559051802, 37.287192241810274, 37.351871621977644
7, 0.2, TANH, BOLD_DRIVER, 38.020982751597735, 37.94088903826941, 37.94711915457736, 37.96966364814816
7, 0.2, RELU, , 39.75784956104956, 41.28134722898506, 35.22612744480917, 38.75510807828127
7, 0.2, RELU, MOMENTUM, 37.10825504360976, 40.502940808509905, 42.76164131146481, 40.12427905452816
7, 0.2, RELU, MOMENTUM - BOLD_DRIVER, 40.9495999803328, 43.27161510443048, 36.151783162066366, 40.12433274894322
7, 0.2, RELU, BOLD_DRIVER, 37.26359552216667, 37.26063044255772, 33.25290274054463, 35.92570956842301
7, 0.25, SIGMOID, , 35.06881082287173, 33.84009705034669, 34.3727277875499, 34.42721188692278
7, 0.25, SIGMOID, MOMENTUM, 34.633589277546186, 34.30690767644435, 35.46188184970719, 34.80079293456591
7, 0.25, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.58487109384375, 35.32662945231623, 35.65016078478852, 35.52055377698284
7, 0.25, SIGMOID, BOLD_DRIVER, 35.05227835104857, 35.223498360284644, 35.12205925518819, 35.132611988840466
7, 0.25, TANH, , 37.77844835257263, 37.733483762063806, 37.74643486412175, 37.7527889929194
7, 0.25, TANH, MOMENTUM, 36.98836536175419, 36.96757444680812, 37.267298624253705, 37.07441281093867
7, 0.25, TANH, MOMENTUM - BOLD_DRIVER, 38.113651186490095, 38.092977743483736, 37.94417217729163, 38.050267035755155
7, 0.25, TANH, BOLD_DRIVER, 37.1850135731739, 37.89296901925427, 36.743304889143474, 37.27376249385721
7, 0.25, RELU, , 38.51773872606126, 37.323249563518175, 35.08324963014765, 36.97474597324236
7, 0.25, RELU, MOMENTUM, 47.600440676532465, 49.802317628372855, 56.13884802767707, 51.18053544419413
7, 0.25, RELU, MOMENTUM - BOLD_DRIVER, 37.500111829981165, 44.97919537412464, 50.79662270158287, 44.42530996856289
7, 0.25, RELU, BOLD_DRIVER, 42.33647438016002, 43.84778718347716, 41.6992365416136, 42.62783270175026
7, 0.3, SIGMOID, , 34.92809227618996, 33.629431287834976, 33.86666416094634, 34.14139590832376
7, 0.3, SIGMOID, MOMENTUM, 34.63714743084844, 35.53274582481438, 35.17629406084146, 35.11539577216809
7, 0.3, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.07928227923192, 34.01894636237538, 34.03993301883573, 34.04605388681435
7, 0.3, SIGMOID, BOLD_DRIVER, 35.28607934773244, 35.79016629933767, 34.507811883411584, 35.19468584349389
7, 0.3, TANH, , 37.753990443546584, 37.89780664867019, 37.83882656846236, 37.83020788689305
7, 0.3, TANH, MOMENTUM, 60.341560256480506, 60.10884773287705, 54.10310215689988, 58.184503382085815
7, 0.3, TANH, MOMENTUM - BOLD_DRIVER, 39.46950480536503, 61.281884135359846, 61.41440302935642, 54.05526399002709
7, 0.3, TANH, BOLD_DRIVER, 37.0164973009541, 37.15031059097505, 36.792924112529214, 36.98657733481946
7, 0.3, RELU, , 39.77491164305482, 41.411339592278544, 44.98383135602287, 42.05669419711875
7, 0.3, RELU, MOMENTUM, 45.59219444860842, 48.74652316885172, 43.03628801311617, 45.79166854352544
7, 0.3, RELU, MOMENTUM - BOLD_DRIVER, 40.508234505685984, 43.40497589146092, 44.947526343290946, 42.953578913479284
7, 0.3, RELU, BOLD_DRIVER, 39.40644970915547, 38.28728850727881, 37.93662354172944, 38.5434539193879
7, 0.35, SIGMOID, , 34.75821955896464, 33.80999140558037, 34.84359285596139, 34.47060127350213
7, 0.35, SIGMOID, MOMENTUM, 34.53075777977849, 34.24991025310166, 34.17738581786013, 34.3193512835801
7, 0.35, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.46006923018795, 35.781165291095846, 32.96181263622396, 34.401015719169244
7, 0.35, SIGMOID, BOLD_DRIVER, 34.12797465983355, 34.11073420875189, 35.17710916914908, 34.4719393459115
7, 0.35, TANH, , 37.69084030588792, 38.10058306950372, 37.80995181651355, 37.867125063968395
7, 0.35, TANH, MOMENTUM, 63.813210850178464, 63.940074471097034, 63.64838638920405, 63.80055723682651
7, 0.35, TANH, MOMENTUM - BOLD_DRIVER, 45.72932663747386, 42.408530823737735, 38.67192762076357, 42.26992836065839
7, 0.35, TANH, BOLD_DRIVER, 36.923956590622794, 36.76504227658683, 36.82433760640331, 36.837778824537644
7, 0.35, RELU, , 39.52311582684273, 41.92514450545676, 40.38175034826184, 40.6100035601871
7, 0.35, RELU, MOMENTUM, 51.327122184891195, 52.46482317222083, 52.992592707694364, 52.261512688268795
7, 0.35, RELU, MOMENTUM - BOLD_DRIVER, 41.84962096938048, 51.162602906822286, 39.13183542520764, 44.0480197671368
7, 0.35, RELU, BOLD_DRIVER, 36.02014887762707, 40.364877514962025, 42.86747010399692, 39.75083216552867
7, 0.4, SIGMOID, , 34.857963014902694, 33.66603770191911, 32.9910611480079, 33.83835395494324
7, 0.4, SIGMOID, MOMENTUM, 35.300586008198295, 35.33760248492532, 33.78069389161167, 34.80629412824509
7, 0.4, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.10428478290354, 35.111081777147696, 34.45249670569302, 34.889287755248084
7, 0.4, SIGMOID, BOLD_DRIVER, 34.67251043895956, 33.68427607664197, 34.514973056120986, 34.29058652390751
7, 0.4, TANH, , 37.55404858910327, 37.38464225053595, 37.63015902408822, 37.52294995457581
7, 0.4, TANH, MOMENTUM, 64.64940024443293, 63.02712651652047, 62.413524011642366, 63.36335025753192
7, 0.4, TANH, MOMENTUM - BOLD_DRIVER, 62.890396837560424, 62.68720116644881, 62.872387933057105, 62.816661979022115
7, 0.4, TANH, BOLD_DRIVER, 37.05666225989021, 36.992994100141324, 37.0382566191382, 37.02930432638991
7, 0.4, RELU, , 46.016119755601245, 47.99788240982613, 43.2306536095928, 45.748218591673385
7, 0.4, RELU, MOMENTUM, 51.873776226998565, 50.85707422262789, 48.837914399563076, 50.5229216163965
7, 0.4, RELU, MOMENTUM - BOLD_DRIVER, 51.72266020672864, 49.617018635014546, 47.468765836955896, 49.602814892899694
7, 0.4, RELU, BOLD_DRIVER, 38.66621535891364, 40.04572453468554, 36.9146392491795, 38.542193047592896
7, 0.45, SIGMOID, , 35.27138483301134, 34.48568025536682, 35.185619726080695, 34.98089493815295
7, 0.45, SIGMOID, MOMENTUM, 34.37169618773679, 34.90425235119985, 35.77465040503683, 35.01686631465782
7, 0.45, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.183986684105975, 35.38968010811045, 35.164641241468416, 34.91276934456161
7, 0.45, SIGMOID, BOLD_DRIVER, 34.948831851362655, 35.08216625081071, 33.9480734614096, 34.659690521194314
7, 0.45, TANH, , 37.130733875444776, 37.17823944607757, 37.32709979682111, 37.21202437278115
7, 0.45, TANH, MOMENTUM, 61.74893522387188, 61.68603212563043, 61.77076345024306, 61.73524359991512
7, 0.45, TANH, MOMENTUM - BOLD_DRIVER, 63.90882954928736, 63.6482352074254, 64.07151767028459, 63.87619414233245
7, 0.45, TANH, BOLD_DRIVER, 37.019081222723294, 36.78206863486188, 36.88044170718567, 36.893863854923616
7, 0.45, RELU, , 47.14023340309905, 45.26101906121971, 40.83129496599839, 44.410849143439044
7, 0.45, RELU, MOMENTUM, 165.95185496453166, 64.58744391116235, 65.35702530910748, 98.6321080616005
7, 0.45, RELU, MOMENTUM - BOLD_DRIVER, 55.62044800882718, 46.41528395262838, 47.5343475979574, 49.856693186470984
7, 0.45, RELU, BOLD_DRIVER, 42.03703553621092, 38.15450614845571, 56.442050327685635, 45.54453067078409
8, 0.05, SIGMOID, , 50.98128478159143, 51.91687621435572, 51.58648751306227, 51.49488283633647
8, 0.05, SIGMOID, MOMENTUM, 35.275865327932365, 34.0651013081418, 34.742337052500105, 34.69443456285809
8, 0.05, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.38540698921315, 34.15680319423341, 35.19193153494145, 34.24471390612934
8, 0.05, SIGMOID, BOLD_DRIVER, 50.192241790789744, 51.31549131669127, 45.83243423791342, 49.113389115131476
8, 0.05, TANH, , 34.5396103521356, 34.2931105770744, 34.04095808175301, 34.29122633698767
8, 0.05, TANH, MOMENTUM, 35.38404421299694, 34.74921699993277, 35.61578694202556, 35.24968271831842
8, 0.05, TANH, MOMENTUM - BOLD_DRIVER, 36.07662137504864, 36.49605960209111, 36.53194948399776, 36.3682101537125
8, 0.05, TANH, BOLD_DRIVER, 35.276686811420376, 35.34418643903274, 35.15395593479088, 35.25827639508133
8, 0.05, RELU, , 50.68415194394179, 34.4890599224063, 38.81532956197455, 41.329513809440876
8, 0.05, RELU, MOMENTUM, 44.967982230856855, 39.449253381735176, 31.790771324507507, 38.736002312366516
8, 0.05, RELU, MOMENTUM - BOLD_DRIVER, 37.36870610936118, 34.07934832808298, 38.44424106678698, 36.63076516807704
8, 0.05, RELU, BOLD_DRIVER, 36.811279718093274, 39.195988639087396, 36.670693592228524, 37.55932064980306
8, 0.1, SIGMOID, , 35.017296791779046, 34.25719105894552, 33.517812400338386, 34.26410008368765
8, 0.1, SIGMOID, MOMENTUM, 34.51913596281023, 35.259918649748805, 34.83137696984608, 34.870143860801704
8, 0.1, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.24692550112849, 34.944432350351036, 34.86982994198581, 35.020395931155115
8, 0.1, SIGMOID, BOLD_DRIVER, 35.00941355376922, 49.07537086541953, 34.04556135906883, 39.37678192608586
8, 0.1, TANH, , 38.2929662751535, 35.95942579105644, 35.590425098260845, 36.614272388156934
8, 0.1, TANH, MOMENTUM, 37.406448989727714, 37.5918229559894, 37.25657151043876, 37.418281152051954
8, 0.1, TANH, MOMENTUM - BOLD_DRIVER, 37.85351144656719, 37.73900215567185, 37.74852948239086, 37.78034769487663
8, 0.1, TANH, BOLD_DRIVER, 36.383575254695444, 36.08371955300939, 36.52929026797555, 36.33219502522679
8, 0.1, RELU, , 34.09691202067242, 33.74269653687973, 33.54256322197462, 33.794057259842255
8, 0.1, RELU, MOMENTUM, 41.20938205037399, 36.43578676710964, 38.02792359951693, 38.55769747233352
8, 0.1, RELU, MOMENTUM - BOLD_DRIVER, 34.27220771372357, 36.785647137354765, 40.94726781964903, 37.33504089024245
8, 0.1, RELU, BOLD_DRIVER, 39.02301395267494, 36.48124587388103, 35.9182092270068, 37.14082301785425
8, 0.15, SIGMOID, , 35.018167318122, 34.04600542192757, 34.22809207394287, 34.43075493799748
8, 0.15, SIGMOID, MOMENTUM, 34.92290146234758, 35.17897159308902, 35.50566896406744, 35.202514006501346
8, 0.15, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.153466296527796, 34.7113046747329, 35.09514971016031, 34.653306893807006
8, 0.15, SIGMOID, BOLD_DRIVER, 35.49677989755289, 33.45608403534954, 34.19772737233329, 34.383530435078576
8, 0.15, TANH, , 36.670958022414375, 36.74299846691906, 36.62153108088948, 36.67849585674097
8, 0.15, TANH, MOMENTUM, 38.01614502095151, 37.958680276395036, 37.69664591851009, 37.89049040528554
8, 0.15, TANH, MOMENTUM - BOLD_DRIVER, 37.85006947792887, 37.1187443376877, 37.979527076300414, 37.64944696397233
8, 0.15, TANH, BOLD_DRIVER, 37.45336202386092, 37.35986706617496, 37.938583412557705, 37.58393750086453
8, 0.15, RELU, , 36.482876350204045, 34.64877796938605, 36.42515035540202, 35.852268224997374
8, 0.15, RELU, MOMENTUM, 44.69953962693696, 39.28098175384959, 36.12973063818752, 40.03675067299135
8, 0.15, RELU, MOMENTUM - BOLD_DRIVER, 42.46003839096837, 36.58048144295196, 58.29407806467144, 45.77819929953059
8, 0.15, RELU, BOLD_DRIVER, 36.26756593340881, 41.41438428202075, 33.61151407149925, 37.09782142897627
8, 0.2, SIGMOID, , 33.295708175289874, 34.70965465820423, 34.39896471647786, 34.13477584999065
8, 0.2, SIGMOID, MOMENTUM, 33.94155311369937, 35.05634606457471, 33.832085126454075, 34.276661434909386
8, 0.2, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.832432382484555, 34.757588661352486, 34.334441948639956, 34.641487664159
8, 0.2, SIGMOID, BOLD_DRIVER, 34.813023514859076, 34.6632410263831, 32.89849155797976, 34.12491869974065
8, 0.2, TANH, , 37.61849771080598, 37.38158778499358, 37.623825048609014, 37.541303514802856
8, 0.2, TANH, MOMENTUM, 37.717503828266516, 37.68839356404738, 37.69387708901837, 37.699924827110756
8, 0.2, TANH, MOMENTUM - BOLD_DRIVER, 37.05231959090576, 37.316913964453455, 37.36720043011056, 37.24547799515659
8, 0.2, TANH, BOLD_DRIVER, 37.7036930799926, 37.969772962712824, 38.07911976971841, 37.917528604141275
8, 0.2, RELU, , 37.01494771250355, 39.716728787327355, 54.84288826368295, 43.858188254504626
8, 0.2, RELU, MOMENTUM, 42.89355372694975, 42.44936704715893, 44.42318265272156, 43.25536780894341
8, 0.2, RELU, MOMENTUM - BOLD_DRIVER, 37.58238054298429, 38.8042681690952, 35.59783996202558, 37.32816289136836
8, 0.2, RELU, BOLD_DRIVER, 40.11281292219629, 59.771324628788605, 40.224827983197216, 46.70298851139404
8, 0.25, SIGMOID, , 33.61232040527783, 34.87632749746351, 34.32555662657451, 34.27140150977195
